track_id,avi_file,camera,event_id,exit_timestamp,Model class,Model direction,human_agree,human_direction,human_class,annotator,is_rickshaw,green_plate,yellow_plate
6751,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t6751,08:52.0,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
6835,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t6835,08:52.4,motorbike,LEFT,TRUE,LEFT,car,Human2,yes,yes,no
7211,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t7211,09:23.0,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
7808,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t7808,10:20.2,car,UP,TRUE,UP,car,Human2,yes,no,no
7809,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t7809,10:15.2,truck,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
7832,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t7832,10:19.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
8109,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t8109,10:42.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
9426,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t9426,11:54.0,motorbike,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
9831,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t9831,12:27.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
10096,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t10096,12:47.2,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
10373,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t10373,13:22.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
10430,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t10430,13:26.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
10455,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t10455,13:28.4,car,DOWN,FALSE,DOWN,car,Human2,yes,no,no
10504,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t10504,13:24.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
10653,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t10653,13:52.8,bus,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
10882,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t10882,14:01.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
11094,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t11094,14:20.0,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
11111,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t11111,14:18.8,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
11353,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t11353,14:30.4,car,UP,TRUE,UP,car,Human2,yes,no,no
11503,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t11503,14:46.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
11610,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t11610,14:48.4,car,UP,TRUE,UP,car,Human2,yes,no,no
11721,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t11721,15:02.2,car,UP,TRUE,UP,car,Human2,yes,no,no
12512,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t12512,16:33.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
13409,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t13409,17:40.0,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
13872,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t13872,18:25.6,bus,LEFT,TRUE,LEFT,car,Human2,yes,no,no
14066,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t14066,18:40.0,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
14124,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t14124,18:50.2,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
14298,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t14298,19:02.0,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
14392,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t14392,19:07.8,motorbike,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
14442,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t14442,19:10.4,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
14733,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t14733,19:17.0,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
14734,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t14734,19:22.2,motorbike,LEFT,TRUE,LEFT,car,Human2,yes,yes,no
15009,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t15009,19:58.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
15037,Export__Axis Bank Chinchwad_1_Monday April 25 2022165400  2a0f3e9.avi,Axis Bank Chinchwad_1,20_min__Axis_Bank_Chinchwad_1__t15037,19:56.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
129,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t129,00:15.2,motorbike,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
473,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t473,01:02.4,car,UP,TRUE,UP,car,Human2,yes,no,no
646,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t646,11:03.2,car,UP,TRUE,UP,car,Human2,yes,no,no
872,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t872,01:38.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
1387,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t1387,02:16.0,truck,LEFT,TRUE,LEFT,car,Human2,yes,no,no
2174,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t2174,03:50.0,car,DOWN,TRUE,DOWN,car,Human2,yes,yes,no
2177,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t2177,03:37.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
2697,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t2697,04:41.4,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
2885,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t2885,04:51.0,car,RIGHT,TRUE,RIGHT,car,Human2,yes,yes,no
2999,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t2999,05:11.2,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
3469,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t3469,06:07.8,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
3575,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t3575,05:53.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
3840,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t3840,06:27.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
3920,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t3920,06:39.8,car,UP,TRUE,UP,car,Human2,yes,no,no
4213,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t4213,07:06.0,car,UP,TRUE,UP,car,Human2,yes,no,no
4451,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t4451,07:20.0,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
4656,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t4656,07:43.6,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
5079,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t5079,08:17.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
5106,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t5106,08:23.6,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
5494,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t5494,08:56.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
6825,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t6825,10:36.8,motorbike,LEFT,TRUE,LEFT,car,Human2,yes,no,no
6951,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t6951,10:56.6,truck,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
7739,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t7739,12:23.2,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
8232,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t8232,13:18.6,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
10872,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t10872,17:57.4,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
11072,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t11072,18:18.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
11610,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t11610,19:10.0,car,RIGHT,TRUE,RIGHT,car,Human2,yes,yes,no
11935,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t11935,20:19.0,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
12417,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t12417,20:55.0,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
12808,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t12808,21:38.2,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
12814,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t12814,21:39.2,car,UP,TRUE,UP,car,Human2,yes,no,no
13740,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t13740,23:09.0,truck,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
13801,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t13801,23:14.4,car,UP,TRUE,UP,car,Human2,yes,no,no
13961,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t13961,23:29.4,motorbike,LEFT,TRUE,LEFT,car,Human2,yes,yes,no
14229,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t14229,24:00.2,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
14486,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t14486,24:17.2,truck,RIGHT,TRUE,RIGHT,car,Human2,yes,yes,no
14508,Export__Axis Bank Chinchwad_1_Monday April 25 2022165541  97a3ed9.avi,Axis Bank Chinchwad_1,25_min__Axis_Bank_Chinchwad_1__t14508,24:40.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
1232,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t1232,02:07.8,car,LEFT,TRUE,LEFT,car,Human2,yes,yes,no
1574,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t1574,02:30.2,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
1630,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t1630,02:33.6,truck,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
2077,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t2077,03:13.6,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
2438,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t2438,03:40.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
2544,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t2544,03:42.0,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
3091,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t3091,04:24.2,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
3435,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t3435,05:00.4,car,UP,TRUE,UP,car,Human2,yes,no,no
4099,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t4099,05:44.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
4487,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t4487,06:20.6,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
4531,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t4531,06:27.0,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
5033,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t5033,07:05.2,car,UP,TRUE,UP,car,Human2,yes,no,no
5141,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t5141,08:19.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
5597,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t5597,08:01.2,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
6491,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t6491,09:25.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
7160,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t7160,11:11.2,car,DOWN,TRUE,DOWN,car,Human2,yes,no,no
7223,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t7223,11:27.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
7574,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t7574,11:35.4,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
8525,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t8525,12:45.0,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
8778,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t8778,12:55.2,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
9237,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t9237,13:35.2,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
9438,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t9438,14:02.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
9947,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t9947,15:06.2,car,UP,TRUE,UP,car,Human2,yes,no,no
10511,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t10511,16:04.8,car,UP,TRUE,UP,car,Human2,yes,no,no
10638,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t10638,16:10.0,car,LEFT,TRUE,LEFT,car,Human2,yes,yes,no
10660,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t10660,16:11.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
11444,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t11444,17:32.8,car,LEFT,TRUE,LEFT,car,Human2,yes,no,no
11718,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t11718,18:08.8,car,DOWN,TRUE,DOWN,car,Human2,yes,yes,no
11901,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t11901,18:38.0,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
12256,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t12256,18:50.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
12632,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t12632,19:16.2,car,UP,TRUE,UP,car,Human2,yes,no,no
12666,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t12666,19:57.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
13570,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t13570,20:27.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
14161,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t14161,21:44.0,car,UP,TRUE,UP,car,Human2,yes,no,no
14166,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t14166,21:46.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
14565,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t14565,21:56.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
14598,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t14598,22:02.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
14789,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t14789,22:21.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
14793,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t14793,22:11.6,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
14902,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t14902,22:18.0,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
15083,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t15083,22:34.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
15149,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t15149,22:40.0,car,UP,TRUE,UP,car,Human2,yes,no,no
15494,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t15494,23:02.8,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
15710,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t15710,23:19.4,car,UP,TRUE,UP,car,Human2,yes,no,no
15726,Export__Axis Bank Chinchwad_1_Monday April 25 2022170225  3148f12.avi,Axis Bank Chinchwad_1,30_min__Axis_Bank_Chinchwad_1__t15726,23:23.4,car,RIGHT,TRUE,RIGHT,car,Human2,yes,no,no
